Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Double Shot > Somersault Kick > Crossfire Somersault (~7008.0 damage, 3 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom > Heavy Somersault Kick (~4110.0 damage, 0 super art gauge, 5.0 drive gauge)
Parry Drive Rush > Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > OD Sonic Boom > Sonic Break > Sonic Break > Sonic Break > Sonic Break (~4110.0 damage, 2 super art gauge, 2.5 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Somersault Kick (~4110.0 damage, 2 super art gauge, 3.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Somersault Kick (~4110.0 damage, 2 super art gauge, 3.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) (~4110.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch (~4110.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch (~4110.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch (~4110.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch (~4110.0 damage, 2 super art gauge, 6.0 drive gauge)
Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot (~4108.0 damage, 0 super art gauge, 6.0 drive gauge)
Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Double Shot (~4108.0 damage, 0 super art gauge, 6.0 drive gauge)
Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot (~4108.0 damage, 0 super art gauge, 6.0 drive gauge)
Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Double Shot (~4108.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick (Punish Counter) > Sonic Hurricane > OD Somersault Kick (~4100 damage, 1 super art gauge, 2.0 drive gauge)
Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Somersault Kick (~4100.0 damage, 0 super art gauge, 3.0 drive gauge)
Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Somersault Kick (~4100.0 damage, 0 super art gauge, 3.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom > Heavy Somersault Kick (~4100.0 damage, 0 super art gauge, 5.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom > Heavy Somersault Kick (~4100.0 damage, 0 super art gauge, 5.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom > Heavy Somersault Kick (~4100.0 damage, 2 super art gauge, 3.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom > Heavy Somersault Kick (~4100.0 damage, 2 super art gauge, 3.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch (~4100.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch (~4100.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch (~4100.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch (~4100.0 damage, 0 super art gauge, 6.0 drive gauge)
Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom > Sonic Break > Sonic Break > Sonic Break > Sonic Break (~4100.0 damage, 2 super art gauge, 5.0 drive gauge)
Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom > Sonic Break > Sonic Break > Sonic Break > Sonic Break (~4100.0 damage, 2 super art gauge, 5.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom > Heavy Somersault Kick (~4090.0 damage, 0 super art gauge, 5.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom > Heavy Somersault Kick (~4090.0 damage, 0 super art gauge, 5.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight (~4090.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) > Standing Heavy Kick (~4090.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight (~4090.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) > Standing Heavy Kick (~4090.0 damage, 0 super art gauge, 3.0 drive gauge)
Jumping Heavy Kick > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick (~4090.0 damage, 0 super art gauge, 3.0 drive gauge)
Jumping Heavy Kick > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick (~4090.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush (~4090.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush (~4090.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch (~4090.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch (~4090.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch (~4090.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch (~4090.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Punch > Sonic Boom > Burning Straight > OD Sonic Boom > Heavy Somersault Kick (~4080.0 damage, 0 super art gauge, 2.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick > Medium Sonic Boom > Heavy Somersault Kick (~4080.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick > Medium Sonic Boom > Heavy Somersault Kick (~4080.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot > Somersault Kick (~4080.0 damage, 2 super art gauge, 3.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Double Shot > Somersault Kick (~4080.0 damage, 2 super art gauge, 3.0 drive gauge)
